cell_count,cell_size_mean,cell_size_std,nucleus_ratio_mean,nucleus_ratio_std,blue_intensity,red_intensity,texture_contrast,texture_homogeneity,blast_like_cells_pct,target
83.85798014758231,12.827358592043538,2.071616834854357,0.23728819004383755,0.010693268538688197,0.4379348743412191,0.32589185721909125,0.08288200127686302,0.7867896920258248,3.108559993935807,Normal
48.116251216746974,15.247066558122093,2.65894017155087,0.4072155612065126,0.15564442022067693,0.4233113716999679,0.3905609627080848,0.16631527630384105,0.6903138514381248,5.34023365095328,Benign
87.17847030364159,10.799352401930328,1.1924163270815797,0.2875351149295251,0.03165384290322365,0.46296190725171615,0.3385557742567407,0.14692073475901518,0.8340407931400348,2.2757406029050538,Normal
58.54368612739805,12.03831992599694,3.203831308661546,0.4036153684925315,0.10647054511369689,0.3509237795179521,0.26793425734113263,0.13321355065864704,0.8249867021236864,8.870798764198799,Benign
62.15204333950867,11.93527158612858,4.786331738894001,0.6251923628336743,0.07656087645204984,0.2903202380310113,0.34436292261963913,0.2708084406836293,0.6499695318203114,34.32256837927464,Malignant
67.56181514413935,10.461068783386358,2.6786683762794588,0.2867777992079916,0.02565595374299294,0.4052208784186343,0.36544830103091713,0.11265759068297496,0.8832856510994096,2.804276998016908,Normal
77.5230275055808,11.839931005374288,1.449237181668031,0.2706394979647182,0.07133387037643849,0.42551562212456073,0.32713988166803826,0.1341939470145767,0.791055009418405,3.47965036245004,Normal
94.13627804652063,9.976440222190941,2.8048678815227084,0.30958933732652233,0.0450804193673423,0.39276865710336295,0.4005536146735752,0.11638651739682496,0.8950051666962466,1.7274801357949996,Normal
65.20171950853342,12.21941837750974,1.7160457688208384,0.24010657717814693,0.07418515072267316,0.43588719959508143,0.33930738632026614,0.12646329673354517,0.9012037891000038,1.7511929204676666,Normal
70.48214438448392,11.329189942064765,1.569738823846796,0.26381040698477887,0.022017327086737832,0.4150666317921825,0.3286789818760172,0.059459583362312586,0.8770074775974318,0.23361379321755082,Normal
44.485912071352686,11.741003235610147,6.241463938926756,0.5406276635108884,0.15542305566963413,0.3939137798336063,0.522838438302268,0.1815733967066015,0.5644161233893285,22.44163243002601,Malignant
83.47215432226136,12.52263639118645,2.5330046500907497,0.40483509720961575,0.05598034361381403,0.3431195680670969,0.42341421350855235,0.20807287659771115,0.7318361365283165,8.513653159620459,Benign
75.06580742153304,10.134997150340467,2.083262734058212,0.3114930484873132,0.020366461582349695,0.3961974636248574,0.2840738417579942,0.13613846236543015,0.8809167984294213,3.1039941056921703,Normal
89.15061605510739,12.974247598502261,2.7516437287104147,0.3711151494328583,0.03013219441234412,0.4302796251638509,0.3812111069374323,0.017179081767747004,0.8374637321067222,2.962673329290247,Normal
57.373185360514576,14.463528940396264,3.2830094455089416,0.4155989163461668,0.1275068429416618,0.4243656610255478,0.42351293738655815,0.22689235200848784,0.5967165583376735,10.832842435182384,Benign
68.12817803835463,12.203903008480081,2.541168273184037,0.34280525693525965,0.09878157085152316,0.495223622656289,0.4434584161854659,0.17159151103273051,0.6770340683379542,6.939635792693968,Benign
63.505855657090265,17.121369945513482,4.207857604309899,0.37424953521333365,0.08279779551549662,0.4901970554540247,0.3560523534691808,0.07559270381721275,0.6757380407720225,10.369944138726304,Benign
44.54979049272831,17.567733798174462,2.9018439991233818,0.6597380180960144,0.150770496655692,0.2687376392839964,0.5138914391188928,0.29781830800151693,0.6945914917764854,25.818662389657124,Malignant
69.70711559647485,13.684642805523762,1.7112261813658816,0.266261876855754,0.09501354856262142,0.514943016859592,0.30219818135397153,0.07353320035954909,0.8402552970896734,1.8391034615135438,Normal
80.74799495430238,13.64631105663866,1.5321652476345218,0.32087518886636085,0.061426652869567555,0.4850523763395509,0.36334950968344615,0.1185280990217628,0.8716373513482144,3.1849127236701156,Normal
69.73285798467326,12.057488103288344,1.9173944931162394,0.32746392772295224,0.04701562029106293,0.35895244842288554,0.3376186602618061,0.06612742187763623,0.8201684469504992,1.0561183576151953,Normal
27.87605446536125,20.99879317435512,4.621711730259011,0.46288895956801296,0.19372435812622427,0.3152989560569549,0.4362765034170642,0.24826583197026025,0.530686167677166,29.988995311646626,Malignant
90.81729036960601,15.123925115322331,3.2384174121249387,0.4245166210919196,0.1353686202597828,0.46003765437489175,0.4362412108036313,0.15963330291622932,0.8926130459185304,8.933497308148032,Benign
87.17193809237331,15.562080464672682,2.432594178909775,0.37789028724020185,0.1175340409414038,0.3522453273508689,0.3791761702114648,0.15641992301402835,0.8956293038710639,9.528394367159551,Benign
67.52570783789736,16.14836115848352,3.147721801807158,0.6065415459742216,0.11657256383357842,0.3158372047841495,0.3103455383066043,0.17301960702174252,0.5233900704810474,19.88863226342499,Malignant
37.69104303255273,14.74052658710936,6.7637510924549495,0.474733575124602,0.15125606569175057,0.3282538473382753,0.4965922403082714,0.23913066455135365,0.5701282525802985,18.307186329181455,Malignant
78.92183871164926,12.789400845449759,0.9260737661707157,0.2711244911271175,0.06407336388245595,0.4860799626661319,0.328266068014975,0.0607488834071205,0.8464501808611726,1.5655481340996205,Normal
33.886902429566305,18.510541408901197,5.23078959404829,0.3970371355922727,0.12508984741592272,0.39729001142186526,0.38265585120907425,0.18673845413269782,0.6740836987109495,19.474806505695078,Malignant
59.407720453692384,14.288467819369597,4.367347138055789,0.5807304300016627,0.097752157174459,0.3333066493442771,0.38766181562411955,0.07721861069666827,0.7367248934936335,10.064375439535151,Benign
76.29467461238455,13.437938556983676,4.495115091837003,0.41144245543527047,0.10276128391993605,0.4085782335565518,0.34145458750415847,0.10357212921690503,0.7304946426643417,5.407522130528356,Benign
59.02991734145511,17.40385309643907,5.1924836409319655,0.5471092276197252,0.16744321182620145,0.40602608858759465,0.3424632244902224,0.17823207986731945,0.4408822698531103,24.631996499779817,Malignant
54.95520784017507,16.812358966118268,3.5575944055561908,0.5825619847518194,0.13241375512200354,0.3914054073300072,0.40672838964282915,0.22289587473280142,0.6175266909886135,29.224541543678654,Malignant
71.6271535914302,16.09379977369354,4.22564945982061,0.5269580911402574,0.16188747481298782,0.4012725534050905,0.48221244067859675,0.2304899055000477,0.47937871847701097,36.57827810077415,Malignant
55.846010708696454,9.930748229280663,1.404961395468744,0.26493985830920874,0.025056036742433795,0.4600491546431532,0.4059937804501901,0.16117179613792015,0.7985289970191699,2.7284271671241385,Normal
65.93928339935994,13.159901285694374,3.1444472615927657,0.3823973666526805,0.12154720179957029,0.3702017905683314,0.3380284804006514,0.19294151975934581,0.8588708921038587,7.66179198352536,Benign
92.53027841303265,12.368660137190492,2.0645865794195517,0.26180149609303355,0.06238741685605413,0.5064222598993335,0.34454915954301624,0.1278467888040503,0.8297582126042884,1.9377199999321058,Normal
38.62685695469507,11.422032485772892,1.7383200094984341,0.37115706150164995,0.06810211052820159,0.2958820447155115,0.3288361609093967,0.14135733188720387,0.9880725635472807,9.559839170582194,Benign
62.82097958268285,14.600110291317305,3.4641503123579422,0.3684140683859852,0.1640041112804506,0.38125497242149886,0.38399838595354174,0.22513636601639458,0.669325329862898,12.519849468866372,Benign
